Full_Name,Email,Phone,Address,Order_Date,Product,Price,Quantity,Remarks
Raj Sharma,,6878648724,Hyderabad!!!,24-11-2022,Laptop,45039.85,8,     
Kiran Sharma,user198@example.com,8888457994,  Hyderabad  ,13-03-2025,Mobile,24370.96,1,  review  
Kiran Sharma,user383@example.com,8204471976,  Hyderabad  ,15-06-2023,Laptop,5076.81,10,  deliver fast  
Kiran Kumar,user345@example.com,8126641107,Delhi!!!,12-06-2021,Mobile,3083.3,6,  review  
John Reddy,,8374167109,Bangalore!!!,02-11-2024,Headphones,20062.89,4,  ok  
Meena Das,user108@example.com,,  Mumbai  ,28-09-2024,Camera,35696.85,10,  deliver fast  
Kiran Sharma,,6456779538,  Delhi  ,14-12-2022,Tablet,18119.68,1,  ok  
Meena Kumar,user257@example.com,,Chennai!!!,01-07-2023,Camera,32805.1,3,review!!!
Raj Sharma,user23@example.com,7532956202,  Chennai  ,02-03-2023,Headphones,17169.94,8,ok!!!
Raj Sharma,user493@example.com,6825570525,Delhi!!!,01-09-2025,Tablet,43008.37,9,  deliver fast  
Meena Reddy,user246@example.com,9896035331,Chennai!!!,05-06-2021,Camera,44893.28,3,urgent!!!
Anu Das,user367@example.com,,  Bangalore  ,07-11-2020,Headphones,37274.41,2,deliver fast!!!
Anu Kumar,user40@example.com,7250811219,Hyderabad!!!,15-10-2022,Laptop,43990.7,7,ok!!!
Anu Das,user240@example.com,,Chennai!!!,01-02-2023,Camera,28351.96,2,review!!!
Raj Das,user277@example.com,9429921785,  Hyderabad  ,24-09-2020,Tablet,37225.34,10,review!!!
Kiran Kumar,user57@example.com,9925104930,  Mumbai  ,22-05-2023,Camera,42577.76,6,ok!!!
Meena Kumar,user331@example.com,9056830671,  Chennai  ,17-04-2021,Laptop,43348.69,1, !!!
Kiran Sharma,user397@example.com,9254324486,Bangalore!!!,18-11-2022,Laptop,40456.8,2,urgent!!!
Raj Sharma,user494@example.com,6735181305,  Mumbai  ,17-11-2023,Laptop,48709.18,7,  ok  
Meena Sharma,user102@example.com,6843121268,Delhi!!!,22-02-2021,Tablet,18720.09,8, !!!
Kiran Sharma,user69@example.com,8950546302,Bangalore!!!,26-02-2023,Headphones,19535.4,10,urgent!!!
John Sharma,user156@example.com,9532742396,Delhi!!!,16-03-2024,Laptop,39649.74,1,urgent!!!
Raj Kumar,,6529990243,Chennai!!!,08-02-2025,Camera,34344.11,8,deliver fast!!!
John Reddy,,8364911499,Chennai!!!,11-01-2023,Tablet,17380.6,3,urgent!!!
Raj Sharma,,7249696126,  Chennai  ,05-10-2022,Laptop,3989.37,1,  ok  
John Sharma,,,  Chennai  ,03-10-2021,Laptop,35533.44,9,urgent!!!
Kiran Singh,,9947783139,  Delhi  ,25-03-2022,Tablet,34187.45,3,review!!!
Meena Sharma,user124@example.com,7445176737,  Delhi  ,06-05-2024,Laptop,42156.37,2,  review  
John Sharma,user335@example.com,7783975417,  Mumbai  ,18-11-2020,Tablet,3421.02,2,  deliver fast  
Anu Das,user291@example.com,8686955116,Chennai!!!,13-05-2020,Tablet,20326.86,1,review!!!
John Das,user459@example.com,9832366380,Delhi!!!,18-02-2023,Mobile,11220.78,1,  review  
Raj Kumar,user353@example.com,7324957775,  Delhi  ,15-09-2022,Laptop,3064.31,1, !!!
Anu Sharma,user328@example.com,9480569269,  Bangalore  ,11-10-2023,Tablet,12510.95,10,  urgent  
John Kumar,user76@example.com,8545186364,  Mumbai  ,25-12-2022,Camera,12681.28,5,  deliver fast  
Kiran Kumar,user339@example.com,,  Chennai  ,21-09-2025,Mobile,36916.41,6,     
John Singh,user140@example.com,9468802412,  Delhi  ,28-01-2022,Tablet,16225.08,5,  urgent  
Meena Das,user408@example.com,7133202863,Chennai!!!,04-04-2024,Headphones,22746.51,8,ok!!!
Kiran Das,user52@example.com,6800022073,Mumbai!!!,18-11-2025,Camera,36731.81,8,urgent!!!
Kiran Sharma,user463@example.com,7322080514,Mumbai!!!,22-10-2023,Tablet,6359.64,10,  urgent  
Meena Reddy,user261@example.com,6448315426,Mumbai!!!,26-11-2025,Headphones,1025.61,10, !!!
Kiran Das,user289@example.com,6363914244,Bangalore!!!,21-07-2021,Laptop,10106.9,1,  review  
Raj Kumar,user184@example.com,,  Mumbai  ,24-11-2024,Headphones,17944.19,1,     
Kiran Das,user487@example.com,8591637203,  Chennai  ,16-04-2024,Headphones,11052.91,9,review!!!
Kiran Kumar,user433@example.com,9376063665,Delhi!!!,04-02-2022,Mobile,34652.91,2,  deliver fast  
Kiran Das,user499@example.com,6674372192,Hyderabad!!!,06-09-2025,Laptop,40525.42,2,  urgent  
Kiran Das,user250@example.com,7510552046,  Mumbai  ,24-12-2025,Laptop,21130.95,7,urgent!!!
Anu Singh,user364@example.com,9492003549,  Hyderabad  ,15-02-2025,Laptop,12459.16,2,  urgent  
Meena Kumar,user150@example.com,8074835124,Chennai!!!,14-04-2025,Camera,30367.38,1,  urgent  
Kiran Singh,user468@example.com,,Mumbai!!!,16-01-2021,Mobile,6117.15,7,  review  
Meena Sharma,user110@example.com,7909265533,Chennai!!!,06-09-2023,Tablet,36809.19,7, !!!
Anu Singh,user234@example.com,7109421944,  Chennai  ,07-03-2024,Mobile,46705.67,6,     
Meena Das,user34@example.com,9606061144,  Chennai  ,05-01-2024,Headphones,22675.11,4, !!!
Raj Singh,user335@example.com,9353068260,Mumbai!!!,23-01-2022,Headphones,15539.86,6,  review  
Anu Singh,user206@example.com,6246829719,Mumbai!!!,05-04-2025,Mobile,19303.44,2,urgent!!!
John Das,user184@example.com,7158726063,  Bangalore  ,24-11-2024,Mobile,1778.16,5,deliver fast!!!
Anu Reddy,,,  Bangalore  ,08-11-2025,Tablet,10916.11,1,  review  
Raj Kumar,,7516503798,Bangalore!!!,21-07-2023,Tablet,15545.15,4,  urgent  
John Sharma,user380@example.com,6176974038,  Hyderabad  ,18-11-2022,Headphones,4681.72,9,     
Meena Sharma,user157@example.com,,  Delhi  ,27-02-2020,Tablet,24313.49,7, !!!
Meena Sharma,user101@example.com,8194455784,  Delhi  ,23-06-2023,Camera,25513.42,4,review!!!
Kiran Singh,user35@example.com,9099817781,Delhi!!!,16-09-2024,Laptop,35612.92,3, !!!
Meena Das,user48@example.com,7074624308,Chennai!!!,07-12-2024,Laptop,40902.05,1,urgent!!!
Raj Sharma,user392@example.com,8411410754,  Chennai  ,28-07-2022,Tablet,37871.84,5,  deliver fast  
Raj Das,user38@example.com,7397907887,Chennai!!!,17-04-2025,Mobile,5115.14,7, !!!
Anu Sharma,user221@example.com,9885998371,  Hyderabad  ,15-08-2022,Mobile,31631.4,2,     
Anu Kumar,user478@example.com,9428256538,Hyderabad!!!,13-03-2021,Laptop,45505.45,8,  deliver fast  
Meena Das,user124@example.com,7819903282,Chennai!!!,20-03-2021,Mobile,22510.07,5,urgent!!!
Kiran Kumar,user176@example.com,7577193074,Mumbai!!!,04-05-2022,Camera,42667.41,8,     
Raj Reddy,user132@example.com,9418711968,Hyderabad!!!,18-04-2023,Tablet,22443.82,4,deliver fast!!!
John Kumar,user477@example.com,9048867344,Delhi!!!,24-08-2022,Tablet,29339.54,3,deliver fast!!!
John Kumar,user25@example.com,7314302489,  Mumbai  ,08-06-2024,Tablet,31384.08,8,urgent!!!
Kiran Singh,user314@example.com,7297391140,  Hyderabad  ,15-03-2023,Headphones,26739.08,9,     
Anu Sharma,user213@example.com,9468744733,  Mumbai  ,20-07-2023,Camera,13375.48,1, !!!
Anu Das,user137@example.com,9749618490,  Delhi  ,28-07-2025,Laptop,15849.07,2,deliver fast!!!
Kiran Reddy,user197@example.com,7121501290,  Mumbai  ,27-05-2021,Camera,47633.29,10,urgent!!!
Raj Reddy,,9353982566,  Mumbai  ,26-04-2022,Mobile,12861.61,8,  deliver fast  
Kiran Singh,user481@example.com,6916508660,  Hyderabad  ,18-12-2020,Laptop,39061.9,6,  review  
Meena Das,,,  Delhi  ,16-05-2022,Laptop,13448.89,5,  review  
John Kumar,user263@example.com,6651485557,  Chennai  ,19-04-2022,Camera,16889.88,4,review!!!
Anu Singh,user411@example.com,7701990332,Delhi!!!,03-12-2025,Headphones,42503.42,1,  ok  
John Das,,,  Bangalore  ,04-09-2024,Camera,29651.43,9,  ok  
John Kumar,user485@example.com,9533114898,Chennai!!!,02-07-2022,Laptop,40359.23,7,urgent!!!
John Reddy,,9584246016,  Chennai  ,04-10-2024,Camera,3612.28,6,review!!!
Raj Reddy,user437@example.com,8821448528,Mumbai!!!,20-06-2020,Headphones,17085.2,6, !!!
Kiran Kumar,,9919600526,Chennai!!!,02-12-2024,Camera,43952.66,2,  ok  
Meena Das,user44@example.com,9733273209,  Mumbai  ,28-06-2020,Mobile,7439.85,2, !!!
Meena Sharma,user176@example.com,9609065671,  Chennai  ,18-12-2025,Tablet,32272.91,2,urgent!!!
Meena Reddy,user88@example.com,8941046383,  Hyderabad  ,20-05-2021,Mobile,36311.47,5,  review  
Kiran Kumar,user373@example.com,6425433460,  Hyderabad  ,12-09-2022,Tablet,4997.41,4,  urgent  
Raj Kumar,user237@example.com,8997252353,  Bangalore  ,28-05-2021,Headphones,40847.35,9,deliver fast!!!
Anu Das,user395@example.com,8172695444,Bangalore!!!,25-08-2025,Tablet,27195.62,5,  urgent  
Meena Singh,user17@example.com,7070615269,Delhi!!!,24-11-2021,Laptop,34515.62,7,ok!!!
Raj Singh,user299@example.com,6744776325,  Mumbai  ,27-06-2020,Tablet,20925.22,8, !!!
Anu Reddy,user138@example.com,7147381093,  Bangalore  ,05-09-2023,Tablet,47266.39,4,  ok  
Meena Reddy,,,Chennai!!!,22-08-2025,Mobile,15307.13,8,     
John Singh,user15@example.com,7456582765,Hyderabad!!!,19-01-2021,Tablet,31405.11,1,  deliver fast  
Kiran Reddy,user459@example.com,9460032769,Chennai!!!,28-11-2020,Mobile,11735.94,7,ok!!!
Raj Reddy,user418@example.com,7343480825,Delhi!!!,09-06-2022,Camera,35136.82,5,     
Raj Sharma,user174@example.com,,  Hyderabad  ,03-05-2021,Tablet,28397.96,4, !!!
Anu Kumar,user364@example.com,7954395223,Delhi!!!,10-11-2022,Tablet,28524.65,7,  deliver fast  
John Sharma,user71@example.com,,Bangalore!!!,13-04-2021,Mobile,12991.91,1,review!!!
Meena Das,user329@example.com,7278125105,Mumbai!!!,09-03-2023,Laptop,42689.14,2,ok!!!
Meena Kumar,user38@example.com,,  Bangalore  ,24-10-2021,Mobile,36560.88,4,  review  
Meena Das,user126@example.com,8049919351,Chennai!!!,19-06-2021,Headphones,29350.83,5,deliver fast!!!
Raj Das,user411@example.com,6639988593,Chennai!!!,06-11-2021,Tablet,2743.62,9,review!!!
John Singh,user463@example.com,6310226038,Mumbai!!!,26-09-2021,Laptop,34469.64,1, !!!
John Sharma,user283@example.com,7900490680,  Chennai  ,19-12-2022,Camera,24964.36,2,     
Anu Sharma,user398@example.com,,  Hyderabad  ,19-03-2024,Tablet,36598.74,4,  review  
Meena Singh,user431@example.com,9279838261,Mumbai!!!,22-04-2025,Headphones,46522.18,10,  ok  
John Kumar,user247@example.com,7845531864,Hyderabad!!!,02-09-2020,Camera,5271.05,10,  deliver fast  
Anu Kumar,,,  Delhi  ,03-11-2025,Mobile,21397.76,2,  urgent  
Raj Das,user144@example.com,6841556956,Delhi!!!,02-09-2022,Camera,44965.83,8,urgent!!!
Raj Kumar,user177@example.com,,  Hyderabad  ,18-02-2024,Laptop,30484.39,6,  review  
Anu Kumar,,9410838531,  Bangalore  ,22-08-2022,Camera,8960.61,6,  urgent  
John Reddy,user239@example.com,,Chennai!!!,08-06-2024,Mobile,34478.18,5, !!!
Kiran Das,user172@example.com,,Bangalore!!!,27-01-2022,Camera,26163.3,4, !!!
Meena Singh,user84@example.com,,  Bangalore  ,15-09-2022,Camera,8982.33,4,     
Kiran Sharma,user442@example.com,8507516226,  Chennai  ,28-01-2023,Headphones,49067.21,5, !!!
Raj Reddy,user72@example.com,,Chennai!!!,03-11-2020,Laptop,44644.84,9,deliver fast!!!
Raj Singh,user226@example.com,8388982584,  Bangalore  ,09-07-2021,Tablet,46192.83,10, !!!
Meena Sharma,user426@example.com,7775355270,  Chennai  ,14-12-2022,Laptop,36864.91,2,  ok  
Meena Kumar,user453@example.com,7571472180,Bangalore!!!,23-07-2021,Laptop,27835.9,8,urgent!!!
Anu Sharma,user13@example.com,,Mumbai!!!,20-01-2025,Camera,40969.5,2,  deliver fast  
Raj Singh,user26@example.com,7629540133,  Mumbai  ,12-04-2022,Camera,49917.43,9,urgent!!!
Kiran Singh,user60@example.com,8868117293,  Bangalore  ,22-03-2022,Camera,10227.27,7, !!!
John Kumar,user17@example.com,7308530652,  Bangalore  ,07-12-2025,Tablet,6820.76,10, !!!
Anu Sharma,user373@example.com,7946813934,Delhi!!!,01-07-2020,Headphones,16268.07,6,ok!!!
John Kumar,user235@example.com,,Chennai!!!,18-04-2020,Mobile,29895.55,8,  ok  
Anu Das,user155@example.com,9568425348,  Delhi  ,11-10-2022,Headphones,33576.38,8, !!!
Raj Kumar,user330@example.com,,Bangalore!!!,12-08-2022,Camera,40685.55,2,  deliver fast  
Raj Das,user89@example.com,9490532302,  Hyderabad  ,26-07-2024,Headphones,15649.54,10,review!!!
Meena Das,user467@example.com,6899099217,  Hyderabad  ,20-01-2020,Laptop,26069.63,3,review!!!
Anu Singh,user316@example.com,8156287253,Hyderabad!!!,19-04-2024,Camera,43491.92,6,deliver fast!!!
Raj Kumar,user164@example.com,9478232861,  Bangalore  ,27-01-2022,Headphones,16046.06,10,review!!!
Anu Reddy,,8779045026,Mumbai!!!,05-03-2025,Headphones,10063.44,8,  deliver fast  
Raj Das,user340@example.com,9587171637,Bangalore!!!,13-12-2022,Camera,36819.68,1,  deliver fast  
Raj Das,user85@example.com,,  Delhi  ,02-07-2021,Mobile,29069.02,9,  ok  
Kiran Kumar,user382@example.com,7950540278,  Chennai  ,05-03-2024,Laptop,34564.96,8,urgent!!!
John Kumar,user277@example.com,7316377236,Hyderabad!!!,10-04-2023,Headphones,13394.84,4,deliver fast!!!
Meena Reddy,user474@example.com,9271975216,  Hyderabad  ,11-10-2023,Tablet,17617.99,9,  review  
Meena Das,user225@example.com,7911629234,  Delhi  ,03-01-2024,Camera,47968.11,6,  urgent  
Raj Das,user389@example.com,6056881180,  Bangalore  ,09-10-2023,Laptop,46718.22,5,  ok  
Raj Kumar,user8@example.com,8853953708,Bangalore!!!,21-05-2021,Tablet,1405.9,1,  deliver fast  
Meena Singh,user264@example.com,8619965389,Bangalore!!!,27-05-2025,Mobile,10491.76,6,  urgent  
Meena Reddy,user99@example.com,,  Mumbai  ,05-08-2022,Laptop,41441.11,9,  ok  
Raj Kumar,,7310729667,Hyderabad!!!,28-09-2025,Laptop,35811.29,5,  urgent  
Kiran Sharma,user153@example.com,,  Hyderabad  ,22-09-2022,Mobile,29875.43,3,urgent!!!
Raj Das,user399@example.com,7145508394,  Bangalore  ,20-02-2023,Mobile,36374.66,1,  urgent  
John Singh,user423@example.com,,  Chennai  ,16-01-2023,Mobile,39911.25,3,     
Anu Kumar,user59@example.com,9789720393,Hyderabad!!!,08-07-2021,Mobile,37786.03,6, !!!
John Reddy,user471@example.com,6059710295,Delhi!!!,01-03-2023,Laptop,8189.98,7, !!!
John Reddy,user262@example.com,6516612781,  Chennai  ,25-11-2023,Mobile,47414.53,8,urgent!!!
Anu Kumar,user146@example.com,7894783126,  Delhi  ,26-08-2025,Mobile,38853.83,8,  review  
John Das,user247@example.com,8749648948,Bangalore!!!,10-09-2024,Camera,21127.45,4,deliver fast!!!
Kiran Das,user5@example.com,7805611491,Hyderabad!!!,16-10-2024,Laptop,38654.04,10,review!!!
Anu Kumar,,8964569930,  Delhi  ,03-04-2023,Headphones,26276.89,9,deliver fast!!!
Anu Reddy,user165@example.com,7458132539,  Delhi  ,28-03-2024,Laptop,15367.66,5,ok!!!
Meena Reddy,user221@example.com,7874216323,  Chennai  ,19-05-2022,Tablet,14737.46,2,     
Meena Sharma,user160@example.com,,Delhi!!!,21-01-2020,Mobile,36565.68,10,review!!!
Kiran Reddy,user80@example.com,9022278683,  Mumbai  ,10-10-2024,Camera,27836.43,4,ok!!!
Meena Sharma,user420@example.com,9922702389,Hyderabad!!!,12-04-2023,Headphones,4007.12,8,ok!!!
Raj Sharma,user416@example.com,8372271739,  Delhi  ,14-02-2025,Laptop,31896.24,5,deliver fast!!!
Raj Kumar,user4@example.com,7776146323,  Mumbai  ,16-07-2022,Headphones,8495.52,4, !!!
Kiran Singh,user206@example.com,7527950474,  Hyderabad  ,12-06-2025,Mobile,31281.35,1,  ok  
John Kumar,user313@example.com,6817734771,  Hyderabad  ,28-03-2025,Mobile,16453.77,3,     
Anu Singh,user295@example.com,6923017227,Chennai!!!,02-10-2024,Laptop,15387.11,7,urgent!!!
Meena Reddy,user470@example.com,9364261204,Bangalore!!!,25-06-2022,Headphones,45318.81,5,     
Anu Sharma,user159@example.com,9724202626,Hyderabad!!!,09-09-2022,Headphones,16793.37,8,     
John Sharma,user113@example.com,8347400688,Delhi!!!,14-03-2023,Headphones,20764.06,5,ok!!!
Meena Sharma,user340@example.com,9385814345,Delhi!!!,11-11-2023,Laptop,44748.28,7,  review  
Raj Sharma,,6695495375,Hyderabad!!!,19-06-2022,Camera,29081.8,4,  review  
Anu Sharma,user272@example.com,8770438439,Hyderabad!!!,15-07-2022,Laptop,33183.99,10,urgent!!!
Anu Das,user395@example.com,8614100967,  Hyderabad  ,20-08-2021,Laptop,12340.57,5,  urgent  
John Das,user259@example.com,8873294215,Chennai!!!,12-10-2020,Tablet,10073.64,4, !!!
Anu Singh,user228@example.com,,Hyderabad!!!,25-03-2022,Mobile,47367.96,5,  deliver fast  
Meena Singh,user281@example.com,,Chennai!!!,16-02-2025,Mobile,5990.27,8,  review  
Meena Kumar,user131@example.com,,  Delhi  ,20-10-2025,Headphones,19327.23,6,  review  
Kiran Singh,user9@example.com,,Bangalore!!!,03-08-2023,Tablet,8005.91,3,deliver fast!!!
Raj Reddy,user57@example.com,,  Chennai  ,14-07-2022,Headphones,37714.63,6,review!!!
Kiran Kumar,user151@example.com,9598870803,  Mumbai  ,03-08-2021,Laptop,49039.02,9,deliver fast!!!
Anu Kumar,user223@example.com,6871215066,Mumbai!!!,20-05-2020,Tablet,45471.77,5,deliver fast!!!
John Das,user232@example.com,,Bangalore!!!,28-06-2022,Laptop,44017.24,8,deliver fast!!!
Kiran Das,user355@example.com,6002509427,  Delhi  ,02-10-2022,Mobile,7773.55,4,ok!!!
John Singh,,6258102652,Chennai!!!,13-06-2020,Tablet,1105.79,6,     
Kiran Sharma,user414@example.com,7169169764,Chennai!!!,16-03-2021,Tablet,47772.94,6, !!!
Meena Sharma,user444@example.com,7444901511,Chennai!!!,20-03-2023,Camera,5285.57,8,urgent!!!
Meena Reddy,user390@example.com,9785429896,  Mumbai  ,26-07-2020,Laptop,10165.01,7,review!!!
Raj Kumar,user329@example.com,9969840881,  Mumbai  ,24-04-2020,Laptop,43206.66,1,review!!!
Anu Reddy,user201@example.com,8423407762,Bangalore!!!,22-06-2024,Mobile,46045.01,1,deliver fast!!!
Meena Kumar,user46@example.com,8965356643,Bangalore!!!,16-11-2021,Laptop,46998.38,4,     
John Das,user155@example.com,9486074132,  Hyderabad  ,18-06-2024,Headphones,35917.91,4,  deliver fast  
Kiran Kumar,user125@example.com,7915155494,  Mumbai  ,07-11-2025,Camera,10004.72,8,  urgent  
Meena Kumar,user285@example.com,7831327873,Delhi!!!,20-01-2025,Headphones,4977.54,8,deliver fast!!!
John Kumar,user290@example.com,8870267632,Chennai!!!,07-02-2021,Mobile,6108.86,4,ok!!!
Kiran Sharma,user201@example.com,7568936487,Hyderabad!!!,08-06-2022,Laptop,20518.03,6,deliver fast!!!
Meena Reddy,user349@example.com,6624948661,Hyderabad!!!,19-07-2020,Mobile,33822.73,4,  urgent  
John Singh,user17@example.com,8943500713,  Hyderabad  ,24-05-2021,Camera,32605.51,1,ok!!!
Kiran Sharma,user477@example.com,9664881450,Mumbai!!!,21-06-2021,Headphones,33766.16,8,deliver fast!!!
Meena Kumar,user286@example.com,8828559361,  Chennai  ,13-01-2025,Headphones,20989.96,7,ok!!!
John Kumar,user419@example.com,9739794880,Delhi!!!,25-03-2024,Camera,38033.33,1,  review  
Meena Kumar,user468@example.com,,  Delhi  ,18-05-2020,Tablet,29148.24,7,ok!!!
Kiran Reddy,user137@example.com,7572393017,Mumbai!!!,07-07-2021,Headphones,22158.85,6,     
John Sharma,user267@example.com,8713171941,Hyderabad!!!,16-10-2021,Mobile,31229.53,9,  review  
Raj Sharma,user387@example.com,7906774134,Delhi!!!,05-07-2024,Tablet,29339.37,2,review!!!
Raj Singh,user89@example.com,,Delhi!!!,27-11-2023,Headphones,23739.22,8,     
Kiran Reddy,user456@example.com,6440634167,  Chennai  ,22-08-2021,Headphones,28865.09,5,urgent!!!
Anu Kumar,user142@example.com,,  Chennai  ,20-09-2023,Headphones,39856.5,2,  review  
Kiran Reddy,,7553713913,Mumbai!!!,20-08-2024,Camera,21105.23,1,deliver fast!!!
Raj Singh,user31@example.com,,  Hyderabad  ,15-11-2025,Mobile,37543.2,3,deliver fast!!!
Anu Das,user70@example.com,6184486927,  Bangalore  ,15-05-2023,Mobile,14575.67,10,ok!!!
Raj Singh,user363@example.com,7356948486,Delhi!!!,21-01-2022,Headphones,7095.7,7,deliver fast!!!
Kiran Reddy,user463@example.com,,Delhi!!!,16-05-2022,Mobile,8850.68,7,  ok  
John Kumar,user329@example.com,,  Mumbai  ,02-10-2025,Camera,29319.02,9,  ok  
Anu Sharma,,,  Chennai  ,08-11-2021,Headphones,14089.03,1,review!!!
John Das,user310@example.com,,  Hyderabad  ,09-01-2023,Mobile,17060.68,8,urgent!!!
Anu Reddy,user321@example.com,9604379847,Delhi!!!,10-07-2020,Laptop,19059.68,10,     
Meena Singh,user216@example.com,,  Hyderabad  ,20-09-2020,Camera,24615.12,3,  ok  
Kiran Singh,user320@example.com,,Hyderabad!!!,10-11-2021,Camera,41325.1,10,deliver fast!!!
Kiran Das,,8689767220,  Delhi  ,26-09-2024,Laptop,47751.24,3,deliver fast!!!
Kiran Kumar,user407@example.com,8103843643,Delhi!!!,15-05-2025,Camera,44103.32,1,  urgent  
Anu Singh,user387@example.com,8543510992,Mumbai!!!,28-02-2023,Mobile,43905.05,9,     
Anu Das,user45@example.com,7273019194,  Delhi  ,13-08-2025,Headphones,11479.02,1,  deliver fast  
Anu Sharma,user203@example.com,6032958721,Chennai!!!,04-09-2020,Headphones,2462.13,10,  ok  
Kiran Reddy,user242@example.com,9748786212,  Delhi  ,02-02-2024,Headphones,18840.61,9,     
Kiran Singh,user307@example.com,8904226794,  Mumbai  ,10-01-2024,Headphones,48887.66,7, !!!
John Reddy,user250@example.com,6363871820,Hyderabad!!!,07-09-2023,Headphones,2538.81,3,  urgent  
Raj Reddy,user319@example.com,,Delhi!!!,02-10-2022,Headphones,29068.47,9,  review  
Raj Das,user310@example.com,9829701067,Bangalore!!!,01-06-2025,Camera,40551.13,5,ok!!!
Meena Singh,user29@example.com,9247499118,Mumbai!!!,07-09-2024,Camera,25678.34,2,  review  
Raj Das,user153@example.com,,Mumbai!!!,27-09-2025,Mobile,13345.34,1,review!!!
John Kumar,user480@example.com,9781252391,Hyderabad!!!,07-04-2023,Tablet,40830.94,6,  ok  
Kiran Reddy,user1@example.com,6809286339,Hyderabad!!!,08-07-2024,Laptop,7932.32,3,  deliver fast  
Anu Singh,user161@example.com,7919349832,  Mumbai  ,07-09-2024,Mobile,36720.24,3,ok!!!
Meena Sharma,user440@example.com,6894644726,Hyderabad!!!,16-09-2025,Laptop,18413.98,9,     
Raj Reddy,user449@example.com,,Chennai!!!,10-03-2020,Camera,29983.53,7,     
John Kumar,user127@example.com,6589281950,  Bangalore  ,19-11-2021,Mobile,9414.85,4,review!!!
Raj Singh,user218@example.com,6815674591,  Bangalore  ,16-11-2022,Tablet,44242.17,3,urgent!!!
Kiran Singh,user71@example.com,7577305499,Delhi!!!,28-08-2024,Tablet,30682.97,2, !!!
Kiran Reddy,user411@example.com,6807067302,  Mumbai  ,27-01-2025,Tablet,24181.4,2,review!!!
Meena Das,,9994801761,  Delhi  ,01-04-2023,Camera,42023.13,8,  ok  
Meena Sharma,user192@example.com,9893924741,Chennai!!!,19-07-2023,Laptop,31268.33,8,ok!!!
Raj Kumar,user219@example.com,7936527198,Mumbai!!!,17-01-2023,Laptop,43071.07,3,ok!!!
Kiran Sharma,user77@example.com,7035919081,Bangalore!!!,23-01-2022,Tablet,49804.05,3,review!!!
Meena Reddy,user264@example.com,9528403455,Delhi!!!,21-08-2024,Camera,11755.06,3,  urgent  
John Singh,user132@example.com,8456611978,Delhi!!!,01-11-2023,Laptop,38723.99,3,urgent!!!
Raj Singh,user300@example.com,6612523370,  Bangalore  ,28-02-2020,Tablet,30948.22,2,  deliver fast  
John Kumar,user142@example.com,9374515155,  Chennai  ,22-02-2025,Mobile,2445.2,5,urgent!!!
Kiran Das,,8984693017,  Chennai  ,15-09-2020,Headphones,37642.48,10,review!!!
John Das,user120@example.com,6350462238,  Bangalore  ,18-04-2022,Laptop,32974.91,9,  ok  
Anu Das,user325@example.com,9256049342,Delhi!!!,23-05-2020,Laptop,30790.72,7,     
Raj Singh,user147@example.com,6868647420,  Mumbai  ,12-12-2023,Headphones,26956.3,5,  urgent  
Meena Reddy,user400@example.com,6935344407,  Chennai  ,08-03-2022,Tablet,45140.42,5,urgent!!!
Raj Reddy,user293@example.com,9932413147,  Hyderabad  ,26-07-2023,Laptop,21973.06,8,  urgent  
Raj Das,,6673248926,Hyderabad!!!,11-12-2024,Tablet,39251.64,9,  ok  
Meena Sharma,user333@example.com,7704502509,Delhi!!!,25-08-2024,Mobile,43060.92,1,urgent!!!
Meena Kumar,user122@example.com,6705485821,Hyderabad!!!,28-07-2023,Laptop,8076.32,9,urgent!!!
Kiran Reddy,user341@example.com,8769410806,  Bangalore  ,08-04-2024,Headphones,47091.83,3,review!!!
Anu Sharma,user45@example.com,9761929691,Mumbai!!!,01-11-2022,Laptop,5950.05,1, !!!
Anu Singh,user249@example.com,6346750253,Mumbai!!!,03-04-2022,Mobile,3290.75,2,review!!!
John Reddy,user183@example.com,9732145549,Chennai!!!,25-04-2022,Camera,12280.82,7, !!!
Anu Sharma,user455@example.com,,  Hyderabad  ,05-01-2021,Tablet,27292.7,10,review!!!
Raj Kumar,user16@example.com,9622668097,Delhi!!!,08-07-2023,Laptop,15276.18,7,urgent!!!
Kiran Sharma,user158@example.com,8369568278,  Mumbai  ,05-10-2020,Camera,30875.83,9,deliver fast!!!
Raj Kumar,user305@example.com,8375229551,  Delhi  ,10-10-2020,Camera,28389.45,9,  review  
Anu Sharma,user64@example.com,6339863826,  Mumbai  ,18-11-2020,Headphones,10592.39,8,  ok  
Kiran Kumar,,9235578669,  Delhi  ,18-03-2023,Laptop,20390.82,5,     
John Sharma,user422@example.com,9010324995,  Mumbai  ,09-08-2021,Laptop,42735.1,10,  deliver fast  
John Kumar,user100@example.com,8259526490,  Hyderabad  ,23-06-2022,Camera,34483.56,10,  ok  
Raj Sharma,user74@example.com,9651407415,Hyderabad!!!,27-02-2021,Laptop,19136.98,5,  deliver fast  
Anu Sharma,user356@example.com,6516612172,Mumbai!!!,20-02-2022,Mobile,4807.93,5,  urgent  
Anu Reddy,user365@example.com,6476824244,  Chennai  ,05-01-2021,Camera,34347.25,1,  deliver fast  
Raj Reddy,user167@example.com,6414772596,Mumbai!!!,02-09-2025,Camera,31345.73,7,  review  
John Reddy,user375@example.com,7163090426,  Mumbai  ,24-12-2024,Laptop,45209.88,1,  review  
